PoNumber,PostedDate,VendorID,VendorName,InvoiceNo,ProductName,ProductCode,ProductCategory,CategoryCode,UnitPrice,Quantity,OrderValue,DiscountValue,SalesValue,SalesReturn,DebitedAmount,Commission,Year,Month,Day,NetSales,DueAmount,PaymentMethods,BankName,PostedNo
PO-202407-0197,2024-07-09,VND007,Style Mart Brand,INV-20240709-5515,Women's Kurti,PRD0081,Fashion Apparel,CAT001,1187.27,86,102105.22,20873.78,81231.44,6596.81,74634.63,9035.1,2024,7,9,65599.53,24890.79,Cheque,Nagad,ENT-20240709-00197
PO-202407-1313,2024-07-09,VND007,Style Mart Brand,INV-20240709-7571,Hair Color,PRD0052,Hygiene Products,CAT004,2721.19,20,54423.8,12911.64,41512.16,4073.7,37438.46,3137.31,2024,7,9,34301.15,19409.43,Nagad,,ENT-20240709-01313
PO-202407-0811,2024-07-08,VND005,Yello Energy Co.,INV-20240708-4643,Men Jeans,PRD0078,Fashion Apparel,CAT001,662.56,37,24514.72,5461.11,19053.61,149.86,18903.75,1630.82,2024,7,8,17272.93,1647.91,Cheque,City Bank,ENT-20240708-00811
PO-202407-1011,2024-07-07,VND001,Creative Corporation,INV-20240707-6341,Face Cream,PRD0034,Cosmetics,CAT002,2934.91,35,102721.85,14036.28,88685.57,3484.9,85200.67,397.26,2024,7,7,84803.41,78974.24,Nagad,,ENT-20240707-01011
PO-202407-0283,2024-07-07,VND003,Shanti Enterprises,INV-20240707-4901,Hair Straightener,PRD0073,Hygiene Products,CAT004,4581.73,51,233668.23,24498.31,209169.92,14106.76,195063.16,22162.28,2024,7,7,172900.88,48310.84,Bank Transfer,City Bank,ENT-20240707-00283
PO-202407-0211,2024-07-07,VND006,Sun Corporation Ltd.,INV-20240707-7091,Bra & Panty Set,PRD0031,Hygiene Products,CAT004,2340.73,43,100651.39,19590.51,81060.88,4531.13,76529.75,3050.95,2024,7,7,73478.8,65792.97,Bkash,,ENT-20240707-00211
PO-202407-0948,2024-07-07,VND003,Shanti Enterprises,INV-20240707-6755,Makeup Remover,PRD0032,Cosmetics,CAT002,383.09,41,15706.69,2578.25,13128.44,337.82,12790.62,67.82,2024,7,7,12722.8,5309.5,Bkash,,ENT-20240707-00948
PO-202407-1643,2024-07-06,VND005,Yello Energy Co.,INV-20240706-9743,Umbrella,PRD0060,Accessories,CAT003,981.84,7,6872.88,209.83,6663.05,245.02,6418.03,54.29,2024,7,6,6363.74,1305.24,Bkash,,ENT-20240706-01643
PO-202407-0761,2024-07-06,VND006,Sun Corporation Ltd.,INV-20240706-1387,Beard Oil,PRD0049,Cosmetics,CAT002,4988.21,86,428986.06,1393.63,427592.43,7702.07,419890.36,13109.34,2024,7,6,406781.02,223206.16,Nagad,,ENT-20240706-00761
PO-202407-0824,2024-07-06,VND004,Organic Solutions,INV-20240706-3507,Gloves,PRD0023,Hygiene Products,CAT004,1556.45,99,154088.55,34491.83,119596.72,2065.98,117530.74,9755.42,2024,7,6,107775.32,42532.08,Nagad,,ENT-20240706-00824
PO-202407-1422,2024-07-05,VND003,Shanti Enterprises,INV-20240705-6297,Face Toner,PRD0033,Hygiene Products,CAT004,1240.82,32,39706.24,2430.16,37276.08,3206.94,34069.14,2219.81,2024,7,5,31849.33,2041.26,Bank Transfer,Bkash,ENT-20240705-01422
PO-202407-0693,2024-07-04,VND005,Yello Energy Co.,INV-20240704-1577,Aftershave,PRD0057,Hygiene Products,CAT004,155.1,32,4963.2,512.31,4450.89,173.45,4277.44,452.55,2024,7,4,3824.89,3713.03,Bank Transfer,City Bank,ENT-20240704-00693
PO-202407-1832,2024-07-04,VND005,Yello Energy Co.,INV-20240704-5574,Hair Mask,PRD0021,Cosmetics,CAT002,3726.93,17,63357.81,1078.74,62279.07,4995.81,57283.26,7252.89,2024,7,4,50030.37,28019.65,Cash,,ENT-20240704-01832
PO-202407-1568,2024-07-04,VND002,Kazi Tea IND Ltd.,INV-20240704-6151,Women's Leggings,PRD0079,Fashion Apparel,CAT001,830.69,7,5814.83,384.47,5430.36,109.17,5321.19,624.08,2024,7,4,4697.11,65.08,Nagad,,ENT-20240704-01568
PO-202407-0562,2024-07-03,VND002,Kazi Tea IND Ltd.,INV-20240703-9475,Body Lotion,PRD0064,Cosmetics,CAT002,3364.33,85,285968.05,70037.77,215930.28,21532.04,194398.24,14977.77,2024,7,3,179420.47,28636.55,Cheque,Dutch Bangla Bank,ENT-20240703-00562
PO-202407-1742,2024-07-03,VND004,Organic Solutions,INV-20240703-8182,Hair Spray,PRD0071,Cosmetics,CAT002,2026.47,90,182382.3,49247.59,133134.71,7871.32,125263.39,10145.04,2024,7,3,115118.35,84491.07,Cash,,ENT-20240703-01742
PO-202407-0566,2024-07-03,VND003,Shanti Enterprises,INV-20240703-3542,Women's Top,PRD0005,Fashion Apparel,CAT001,2065.01,57,117705.57,10509.52,107196.05,2123.5,105072.55,9873.69,2024,7,3,95198.86,64409.94,Cash,,ENT-20240703-00566
PO-202407-0351,2024-07-03,VND001,Creative Corporation,INV-20240703-9896,Hair Gel,PRD0077,Hygiene Products,CAT004,2331.91,75,174893.25,35928.92,138964.33,5094.14,133870.19,1426.79,2024,7,3,132443.4,94407.73,Cash,,ENT-20240703-00351
PO-202407-0507,2024-07-03,VND003,Shanti Enterprises,INV-20240703-8689,Bra & Panty Set,PRD0031,Hygiene Products,CAT004,100.49,83,8340.67,1008.88,7331.79,121.12,7210.67,815.05,2024,7,3,6395.62,4910.06,Bkash,,ENT-20240703-00507
PO-202407-1681,2024-07-02,VND006,Sun Corporation Ltd.,INV-20240702-8029,Hat,PRD0019,Accessories,CAT003,2671.78,40,106871.2,26139.78,80731.42,7661.25,73070.17,4350.18,2024,7,2,68719.99,56235.73,Nagad,,ENT-20240702-01681
PO-202407-1325,2024-07-02,VND005,Yello Energy Co.,INV-20240702-3621,Jacket,PRD0008,Fashion Apparel,CAT001,3393.06,95,322340.7,70616.92,251723.78,23957.98,227765.8,13595.64,2024,7,2,214170.16,28421.54,Bkash,,ENT-20240702-01325
PO-202407-1648,2024-07-02,VND006,Sun Corporation Ltd.,INV-20240702-8709,Perfume,PRD0014,Cosmetics,CAT002,2109.92,97,204662.24,46710.33,157951.91,10682.14,147269.77,1073.72,2024,7,2,146196.05,63118.11,Bkash,,ENT-20240702-01648
PO-202407-0018,2024-07-01,VND007,Style Mart Brand,INV-20240701-3307,Kids T-Shirt,PRD0006,Fashion Apparel,CAT001,695.77,12,8349.24,1933.23,6416.01,35.7,6380.31,583.49,2024,7,1,5796.82,267.61,Cheque,Rupali Bank,ENT-20240701-00018
PO-202407-0003,2024-07-01,VND004,Organic Solutions,INV-20240701-1109,Women's Leggings,PRD0079,Fashion Apparel,CAT001,4983.25,29,144514.25,16347.64,128166.61,7299.17,120867.44,2619.55,2024,7,1,118247.89,31598.99,Bank Transfer,Sonali Bank,ENT-20240701-00003
PO-202407-1492,2024-07-01,VND005,Yello Energy Co.,INV-20240701-6814,Scarf,PRD0076,Accessories,CAT003,3335.38,29,96726.02,18908.17,77817.85,739.39,77078.46,8833.29,2024,7,1,68245.17,16178.4,Bkash,,ENT-20240701-01492
PO-202406-1801,2024-06-30,VND006,Sun Corporation Ltd.,INV-20240630-5548,Wallet,PRD0051,Accessories,CAT003,1501.99,81,121661.19,17907.68,103753.51,1023.52,102729.99,5514.16,2024,6,30,97215.83,68195.53,Bank Transfer,City Bank,ENT-20240630-01801
PO-202406-0631,2024-06-30,VND002,Kazi Tea IND Ltd.,INV-20240630-9010,Wallet,PRD0051,Accessories,CAT003,3903.73,27,105400.71,26052.31,79348.4,2984.69,76363.71,11024.33,2024,6,30,65339.38,11415.91,Nagad,,ENT-20240630-00631
PO-202406-0964,2024-06-29,VND001,Creative Corporation,INV-20240629-1376,Gloves,PRD0023,Hygiene Products,CAT004,4221.03,77,325019.31,84552.24,240467.07,10507.72,229959.35,26083.87,2024,6,29,203875.48,179077.65,Bkash,,ENT-20240629-00964
PO-202406-1284,2024-06-28,VND001,Creative Corporation,INV-20240628-3223,Body Wash,PRD0058,Hygiene Products,CAT004,3416.16,28,95652.48,28118.23,67534.25,2591.81,64942.44,300.46,2024,6,28,64641.98,21956.3,Cheque,Rupali Bank,ENT-20240628-01284
PO-202406-1965,2024-06-27,VND006,Sun Corporation Ltd.,INV-20240627-9001,Face Scrub,PRD0062,Hygiene Products,CAT004,85.2,87,7412.4,564.49,6847.91,45.74,6802.17,557.48,2024,6,27,6244.69,3331.49,Bkash,,ENT-20240627-01965
PO-202406-1570,2024-06-27,VND005,Yello Energy Co.,INV-20240627-8239,Men Jeans,PRD0078,Fashion Apparel,CAT001,4000.45,43,172019.35,46348.44,125670.91,6620.07,119050.84,9785.87,2024,6,27,109264.97,42043.48,Cheque,Bkash,ENT-20240627-01570
PO-202406-1823,2024-06-26,VND001,Creative Corporation,INV-20240626-9039,Body Butter,PRD0016,Hygiene Products,CAT004,604.92,52,31455.84,3853.1,27602.74,274.54,27328.2,40.09,2024,6,26,27288.11,5875.32,Cheque,Janata Bank,ENT-20240626-01823
PO-202406-1645,2024-06-26,VND007,Style Mart Brand,INV-20240626-6686,Face Wash,PRD0022,Hygiene Products,CAT004,100.84,24,2420.16,413.01,2007.15,117.58,1889.57,160.59,2024,6,26,1728.98,535.32,Cash,,ENT-20240626-01645
PO-202406-0686,2024-06-26,VND005,Yello Energy Co.,INV-20240626-4819,Diapers,PRD0024,Hygiene Products,CAT004,105.86,43,4551.98,845.18,3706.8,114.2,3592.6,298.33,2024,6,26,3294.27,1099.22,Bank Transfer,Sonali Bank,ENT-20240626-00686
PO-202406-0838,2024-06-26,VND007,Style Mart Brand,INV-20240626-6822,Hoodie,PRD0075,Fashion Apparel,CAT001,383.55,49,18793.95,3942.55,14851.4,166.1,14685.3,272.95,2024,6,26,14412.35,13765.77,Bank Transfer,Nagad,ENT-20240626-00838
PO-202406-0108,2024-06-25,VND003,Shanti Enterprises,INV-20240625-4961,Hair Removal Cream,PRD0018,Cosmetics,CAT002,1603.2,89,142684.8,42648.17,100036.63,9407.2,90629.43,409.14,2024,6,25,90220.29,57634.62,Cheque,Nagad,ENT-20240625-00108
PO-202406-1700,2024-06-25,VND004,Organic Solutions,INV-20240625-2114,Body Butter,PRD0016,Hygiene Products,CAT004,1302.95,78,101630.1,7370.67,94259.43,1232.39,93027.04,10956.03,2024,6,25,82071.01,81448.29,Bkash,,ENT-20240625-01700
PO-202406-0398,2024-06-25,VND007,Style Mart Brand,INV-20240625-4734,Men Polo Shirt,PRD0080,Fashion Apparel,CAT001,2683.33,31,83183.23,16570.37,66612.86,3221.4,63391.46,8418.63,2024,6,25,54972.83,13571.93,Cash,,ENT-20240625-00398
PO-202406-0483,2024-06-24,VND001,Creative Corporation,INV-20240624-2282,Belt,PRD0002,Accessories,CAT003,4208.32,16,67333.12,2150.68,65182.44,615.39,64567.05,9582.16,2024,6,24,54984.89,24047.84,Nagad,,ENT-20240624-00483
PO-202406-0124,2024-06-24,VND005,Yello Energy Co.,INV-20240624-1187,Gloves,PRD0023,Hygiene Products,CAT004,2462.66,90,221639.4,12547.57,209091.83,5518.1,203573.73,1735.86,2024,6,24,201837.87,150248.8,Cash,,ENT-20240624-00124
PO-202406-1873,2024-06-24,VND007,Style Mart Brand,INV-20240624-2376,Personal Toys,PRD0040,Hygiene Products,CAT004,1594.65,47,74948.55,9364.92,65583.63,5641.83,59941.8,4673.81,2024,6,24,55267.99,28121.95,Cash,,ENT-20240624-01873
PO-202406-1369,2024-06-24,VND006,Sun Corporation Ltd.,INV-20240624-8728,After Sun Lotion,PRD0074,Cosmetics,CAT002,2375.61,5,11878.05,1887.07,9990.98,17.95,9973.03,152.22,2024,6,24,9820.81,7389.72,Cash,,ENT-20240624-01369
PO-202406-0485,2024-06-23,VND004,Organic Solutions,INV-20240623-9186,Lipstick,PRD0061,Cosmetics,CAT002,824.36,41,33798.76,4889.76,28909.0,1021.47,27887.53,653.04,2024,6,23,27234.49,15.17,Cheque,Janata Bank,ENT-20240623-00485
PO-202406-1802,2024-06-23,VND007,Style Mart Brand,INV-20240623-3715,Nail Polish,PRD0055,Cosmetics,CAT002,1295.12,91,117855.92,26705.55,91150.37,8252.7,82897.67,5169.14,2024,6,23,77728.53,35887.53,Nagad,,ENT-20240623-01802
PO-202406-1032,2024-06-22,VND007,Style Mart Brand,INV-20240622-9084,Shaving Cream,PRD0066,Cosmetics,CAT002,860.55,69,59377.95,5885.97,53491.98,4502.37,48989.61,4282.06,2024,6,22,44707.55,16774.2,Bkash,,ENT-20240622-01032
PO-202406-0752,2024-06-22,VND004,Organic Solutions,INV-20240622-1217,Body Spray,PRD0001,Cosmetics,CAT002,2605.17,82,213623.94,21088.08,192535.86,7519.96,185015.9,17778.12,2024,6,22,167237.78,25950.13,Nagad,,ENT-20240622-00752
PO-202406-0822,2024-06-22,VND006,Sun Corporation Ltd.,INV-20240622-1015,Diapers,PRD0024,Hygiene Products,CAT004,1616.73,32,51735.36,9702.23,42033.13,758.71,41274.42,3478.17,2024,6,22,37796.25,10813.97,Bkash,,ENT-20240622-00822
PO-202406-1360,2024-06-22,VND004,Organic Solutions,INV-20240622-8851,Hair Conditioner,PRD0039,Hygiene Products,CAT004,935.79,30,28073.7,2404.31,25669.39,2080.94,23588.45,518.06,2024,6,22,23070.39,15835.51,Bkash,,ENT-20240622-01360
PO-202406-0289,2024-06-22,VND001,Creative Corporation,INV-20240622-5195,Body Spray,PRD0001,Cosmetics,CAT002,4676.58,13,60795.54,2802.93,57992.61,4178.31,53814.3,868.16,2024,6,22,52946.14,16870.46,Nagad,,ENT-20240622-00289
PO-202406-0877,2024-06-22,VND004,Organic Solutions,INV-20240622-3971,Face Wash,PRD0022,Hygiene Products,CAT004,4447.59,26,115637.34,1287.38,114349.96,1336.54,113013.42,6354.51,2024,6,22,106658.91,27983.24,Nagad,,ENT-20240622-00877
PO-202406-0100,2024-06-21,VND007,Style Mart Brand,INV-20240621-6842,Women's Leggings,PRD0079,Fashion Apparel,CAT001,527.83,41,21641.03,4741.08,16899.95,1588.34,15311.61,1087.15,2024,6,21,14224.46,9931.75,Bkash,,ENT-20240621-00100
PO-202406-0387,2024-06-21,VND002,Kazi Tea IND Ltd.,INV-20240621-9000,Men Shirt,PRD0010,Fashion Apparel,CAT001,1302.3,66,85951.8,4737.14,81214.66,4934.48,76280.18,2974.55,2024,6,21,73305.63,26397.81,Cheque,BRAC Bank,ENT-20240621-00387
PO-202406-1821,2024-06-21,VND007,Style Mart Brand,INV-20240621-9155,Kids T-Shirt,PRD0006,Fashion Apparel,CAT001,1178.68,96,113153.28,16161.13,96992.15,7936.41,89055.74,11599.8,2024,6,21,77455.94,25523.13,Bank Transfer,Bkash,ENT-20240621-01821
PO-202406-0746,2024-06-20,VND004,Organic Solutions,INV-20240620-6638,Hair Conditioner,PRD0039,Hygiene Products,CAT004,4437.55,43,190814.65,29161.83,161652.82,15359.82,146293.0,9087.04,2024,6,20,137205.96,208.51,Cheque,Bkash,ENT-20240620-00746
PO-202406-1608,2024-06-20,VND004,Organic Solutions,INV-20240620-9467,Beard Oil,PRD0049,Cosmetics,CAT002,2961.43,19,56267.17,9645.08,46622.09,1809.59,44812.5,6717.54,2024,6,20,38094.96,332.65,Bkash,,ENT-20240620-01608
PO-202406-1007,2024-06-20,VND005,Yello Energy Co.,INV-20240620-9978,Lipstick,PRD0061,Cosmetics,CAT002,4123.57,91,375244.87,106897.69,268347.18,12991.04,255356.14,13816.62,2024,6,20,241539.52,148244.25,Bank Transfer,City Bank,ENT-20240620-01007
PO-202406-0972,2024-06-19,VND007,Style Mart Brand,INV-20240619-4178,Nail Polish,PRD0055,Cosmetics,CAT002,2372.92,68,161358.56,26348.07,135010.49,10295.69,124714.8,8092.88,2024,6,19,116621.92,83855.78,Bank Transfer,Bkash,ENT-20240619-00972
PO-202406-0971,2024-06-19,VND002,Kazi Tea IND Ltd.,INV-20240619-4630,Hair Gel,PRD0077,Hygiene Products,CAT004,611.03,15,9165.45,1299.93,7865.52,379.21,7486.31,522.65,2024,6,19,6963.66,5020.52,Nagad,,ENT-20240619-00971
PO-202406-0173,2024-06-19,VND001,Creative Corporation,INV-20240619-6330,Face Toner,PRD0033,Hygiene Products,CAT004,2330.5,26,60593.0,12215.28,48377.72,4432.02,43945.7,2746.49,2024,6,19,41199.21,27961.0,Nagad,,ENT-20240619-00173
PO-202406-0017,2024-06-18,VND004,Organic Solutions,INV-20240618-9942,Belt,PRD0002,Accessories,CAT003,702.58,35,24590.3,2788.81,21801.49,573.53,21227.96,865.78,2024,6,18,20362.18,15980.53,Cash,,ENT-20240618-00017
PO-202406-1059,2024-06-18,VND006,Sun Corporation Ltd.,INV-20240618-6451,After Sun Lotion,PRD0074,Cosmetics,CAT002,1545.22,9,13906.98,1031.54,12875.44,874.84,12000.6,1480.47,2024,6,18,10520.13,911.08,Cash,,ENT-20240618-01059
PO-202406-0490,2024-06-17,VND001,Creative Corporation,INV-20240617-5510,Makeup Remover,PRD0032,Cosmetics,CAT002,1361.06,2,2722.12,532.19,2189.93,150.51,2039.42,208.97,2024,6,17,1830.45,523.13,Nagad,,ENT-20240617-00490
PO-202406-0496,2024-06-17,VND006,Sun Corporation Ltd.,INV-20240617-4394,Makeup Remover,PRD0032,Cosmetics,CAT002,1838.77,16,29420.32,4508.37,24911.95,75.62,24836.33,13.43,2024,6,17,24822.9,8609.28,Cheque,BRAC Bank,ENT-20240617-00496
PO-202406-1979,2024-06-17,VND007,Style Mart Brand,INV-20240617-8995,Kids Dress,PRD0067,Fashion Apparel,CAT001,4051.97,87,352521.39,39185.45,313335.94,13087.69,300248.25,45012.79,2024,6,17,255235.46,19217.38,Bank Transfer,BRAC Bank,ENT-20240617-01979
PO-202406-1075,2024-06-17,VND006,Sun Corporation Ltd.,INV-20240617-1903,Jewelry Set,PRD0044,Accessories,CAT003,432.95,65,28141.75,5058.78,23082.97,43.67,23039.3,656.67,2024,6,17,22382.63,7181.16,Nagad,,ENT-20240617-01075
PO-202406-1093,2024-06-17,VND002,Kazi Tea IND Ltd.,INV-20240617-6228,Men's Innerwear,PRD0015,Fashion Apparel,CAT001,3307.04,38,125667.52,6733.71,118933.81,2536.18,116397.63,10816.98,2024,6,17,105580.65,69085.28,Cheque,City Bank,ENT-20240617-01093
PO-202406-0679,2024-06-17,VND003,Shanti Enterprises,INV-20240617-9146,Deodorant,PRD0036,Cosmetics,CAT002,211.28,16,3380.48,947.89,2432.59,132.6,2299.99,220.12,2024,6,17,2079.87,23.77,Nagad,,ENT-20240617-00679
PO-202406-1652,2024-06-15,VND006,Sun Corporation Ltd.,INV-20240615-6733,Women's Skirt,PRD0046,Fashion Apparel,CAT001,4681.59,55,257487.45,3721.36,253766.09,24058.16,229707.93,10863.62,2024,6,15,218844.31,50958.45,Cash,,ENT-20240615-01652
PO-202406-0967,2024-06-15,VND004,Organic Solutions,INV-20240615-1552,Umbrella,PRD0060,Accessories,CAT003,3229.53,55,177624.15,17296.96,160327.19,10626.06,149701.13,2933.6,2024,6,15,146767.53,67676.16,Cash,,ENT-20240615-00967
PO-202406-1687,2024-06-15,VND003,Shanti Enterprises,INV-20240615-4440,Face Serum,PRD0053,Cosmetics,CAT002,4539.84,35,158894.4,44914.65,113979.75,5727.6,108252.15,4355.74,2024,6,15,103896.41,86754.36,Bank Transfer,BRAC Bank,ENT-20240615-01687
PO-202406-1747,2024-06-15,VND007,Style Mart Brand,INV-20240615-3411,Toothpaste,PRD0063,Hygiene Products,CAT004,4030.22,47,189420.34,3685.3,185735.04,7426.44,178308.6,17714.68,2024,6,15,160593.92,110560.77,Bank Transfer,Janata Bank,ENT-20240615-01747
PO-202406-1023,2024-06-15,VND002,Kazi Tea IND Ltd.,INV-20240615-6319,Perfume,PRD0014,Cosmetics,CAT002,2562.38,37,94808.06,8246.77,86561.29,8133.26,78428.03,7813.82,2024,6,15,70614.21,50040.2,Bank Transfer,Nagad,ENT-20240615-01023
PO-202406-1606,2024-06-14,VND007,Style Mart Brand,INV-20240614-7561,Wallet,PRD0051,Accessories,CAT003,4307.87,58,249856.46,42153.93,207702.53,423.43,207279.1,7586.02,2024,6,14,199693.08,117984.07,Bank Transfer,Sonali Bank,ENT-20240614-01606
PO-202406-0342,2024-06-14,VND006,Sun Corporation Ltd.,INV-20240614-2576,Beard Oil,PRD0049,Cosmetics,CAT002,1215.41,64,77786.24,10452.41,67333.83,3561.42,63772.41,3398.87,2024,6,14,60373.54,47365.93,Cheque,Nagad,ENT-20240614-00342
PO-202406-0905,2024-06-14,VND004,Organic Solutions,INV-20240614-8469,Hair Removal Cream,PRD0018,Cosmetics,CAT002,1141.32,92,105001.44,28494.92,76506.52,196.68,76309.84,2388.19,2024,6,14,73921.65,48307.48,Nagad,,ENT-20240614-00905
PO-202406-0545,2024-06-14,VND005,Yello Energy Co.,INV-20240614-1652,Women's Nightwear,PRD0003,Fashion Apparel,CAT001,4114.09,32,131650.88,28198.37,103452.51,2801.53,100650.98,10876.2,2024,6,14,89774.78,26651.31,Cheque,Dutch Bangla Bank,ENT-20240614-00545
PO-202406-1632,2024-06-14,VND001,Creative Corporation,INV-20240614-8039,Condom,PRD0009,Hygiene Products,CAT004,582.1,87,50642.7,12489.23,38153.47,1181.78,36971.69,942.39,2024,6,14,36029.3,12443.73,Bank Transfer,Nagad,ENT-20240614-01632
PO-202406-0787,2024-06-14,VND005,Yello Energy Co.,INV-20240614-9826,Face Mask,PRD0054,Cosmetics,CAT002,1211.53,33,39980.49,11367.2,28613.29,2184.24,26429.05,195.66,2024,6,14,26233.39,16855.6,Nagad,,ENT-20240614-00787
PO-202406-0342,2024-06-14,VND006,Sun Corporation Ltd.,INV-20240614-2576,Beard Oil,PRD0049,Cosmetics,CAT002,9460.19,296,2800216.24,280021.62,2520194.62,126009.73,2394184.89,119709.24,2024,6,14,2274475.65,521616.49,Cheque,Nagad,ENT-20240614-00342
PO-202406-0212,2024-06-14,VND007,Style Mart Brand,INV-20240614-7479,Face Scrub,PRD0062,Hygiene Products,CAT004,3834.75,23,88199.25,2265.44,85933.81,406.02,85527.79,3165.84,2024,6,14,82361.95,72774.27,Nagad,,ENT-20240614-00212
PO-202406-1744,2024-06-13,VND002,Kazi Tea IND Ltd.,INV-20240613-7886,Mouthwash,PRD0025,Hygiene Products,CAT004,4239.73,20,84794.6,23679.22,61115.38,1267.03,59848.35,1871.96,2024,6,13,57976.39,54098.87,Bkash,,ENT-20240613-01744
PO-202406-0579,2024-06-13,VND007,Style Mart Brand,INV-20240613-8204,Toothpaste,PRD0063,Hygiene Products,CAT004,810.33,69,55912.77,14298.3,41614.47,756.27,40858.2,4324.98,2024,6,13,36533.22,31317.37,Cheque,Sonali Bank,ENT-20240613-00579
PO-202406-1464,2024-06-12,VND004,Organic Solutions,INV-20240612-2951,Body Spray,PRD0001,Cosmetics,CAT002,853.88,34,29031.92,2904.6,26127.32,2384.68,23742.64,1356.76,2024,6,12,22385.88,14585.87,Cheque,BRAC Bank,ENT-20240612-01464
PO-202406-1144,2024-06-12,VND001,Creative Corporation,INV-20240612-3042,Shampoo,PRD0007,Hygiene Products,CAT004,1283.64,84,107825.76,31005.8,76819.96,6283.59,70536.37,5938.55,2024,6,12,64597.82,58210.64,Cheque,Janata Bank,ENT-20240612-01144
PO-202406-0783,2024-06-12,VND006,Sun Corporation Ltd.,INV-20240612-3681,Sanitary Napkins,PRD0030,Hygiene Products,CAT004,2078.86,94,195412.84,10945.57,184467.27,2142.57,182324.7,17223.61,2024,6,12,165101.09,158923.68,Nagad,,ENT-20240612-00783
PO-202406-0575,2024-06-12,VND002,Kazi Tea IND Ltd.,INV-20240612-9251,Jacket,PRD0008,Fashion Apparel,CAT001,1054.98,28,29539.44,4553.87,24985.57,1821.95,23163.62,712.14,2024,6,12,22451.48,9615.96,Cash,,ENT-20240612-00575
PO-202406-0348,2024-06-11,VND001,Creative Corporation,INV-20240611-2507,Hair Serum,PRD0011,Cosmetics,CAT002,3452.25,42,144994.5,9185.15,135809.35,1981.71,133827.64,16491.72,2024,6,11,117335.92,2135.55,Cash,,ENT-20240611-00348
PO-202406-1092,2024-06-10,VND004,Organic Solutions,INV-20240610-4785,Kids T-Shirt,PRD0006,Fashion Apparel,CAT001,3138.64,9,28247.76,7346.92,20900.84,661.66,20239.18,2308.79,2024,6,10,17930.39,8476.35,Bkash,,ENT-20240610-01092
PO-202406-1660,2024-06-10,VND003,Shanti Enterprises,INV-20240610-2809,Compact Powder,PRD0042,Cosmetics,CAT002,977.82,29,28356.78,2731.9,25624.88,1861.57,23763.31,890.78,2024,6,10,22872.53,9375.17,Bank Transfer,Dutch Bangla Bank,ENT-20240610-01660
PO-202406-1092,2024-06-10,VND004,Organic Solutions,INV-20240610-4785,Kids T-Shirt,PRD0006,Fashion Apparel,CAT001,8505.62,412,3504315.44,350431.54,3153883.9,157694.2,2996189.7,149809.49,2024,6,10,2846380.21,238665.95,Bkash,,ENT-20240610-01092
PO-202406-1616,2024-06-10,VND005,Yello Energy Co.,INV-20240610-8979,Body Lotion,PRD0064,Cosmetics,CAT002,701.06,83,58187.98,4831.96,53356.02,3140.06,50215.96,1973.0,2024,6,10,48242.96,11758.91,Cash,,ENT-20240610-01616
PO-202406-0258,2024-06-10,VND004,Organic Solutions,INV-20240610-3217,Women's Skirt,PRD0046,Fashion Apparel,CAT001,2961.38,59,174721.42,32571.77,142149.65,8674.45,133475.2,17205.92,2024,6,10,116269.28,45307.33,Cheque,City Bank,ENT-20240610-00258
PO-202406-0823,2024-06-09,VND002,Kazi Tea IND Ltd.,INV-20240609-6244,Backpack,PRD0038,Hygiene Products,CAT004,1930.5,99,191119.5,37414.35,153705.15,4829.89,148875.26,10810.59,2024,6,9,138064.67,62009.23,Bank Transfer,City Bank,ENT-20240609-00823
PO-202406-0232,2024-06-09,VND006,Sun Corporation Ltd.,INV-20240609-6104,Body Wash,PRD0058,Hygiene Products,CAT004,4707.72,80,376617.6,48441.03,328176.57,31159.74,297016.83,21215.66,2024,6,9,275801.17,31424.5,Bank Transfer,Janata Bank,ENT-20240609-00232
PO-202406-0232,2024-06-09,VND006,Sun Corporation Ltd.,INV-20240609-6104,Body Wash,PRD0058,Hygiene Products,CAT004,5821.88,474,2759571.12,275957.11,2483614.01,124180.7,2359433.31,117971.67,2024,6,9,2241461.64,522373.05,Bank Transfer,Janata Bank,ENT-20240609-00232
PO-202406-0177,2024-06-09,VND002,Kazi Tea IND Ltd.,INV-20240609-1865,Handbag,PRD0020,Accessories,CAT003,514.79,92,47360.68,14073.15,33287.53,260.07,33027.46,3408.12,2024,6,9,29619.34,10865.81,Cash,,ENT-20240609-00177
